Draft Year,Player,Position,Body Fat %,Hand Length (Inches),Hand Width (Inches),Height W/O Shoes,Height W/ Shoes,Standing Reach,Weight (Pounds),Wingspan,Lane Agility Time (Seconds),Shuttle Run (Seconds),Three Quarter Spring (Seconds),Standing Vertical Leap (Inches),Max Vertical Leap (Inches),Max Bench Press (Repetitions)
2021,Matthew Mayer,PF,-%,-,-,,,,-,,-,-,-,-,-,-
2021,Miles McBride,PG,6.00%,9,9.5,6'1.0'',6'2.5'',8'3.5'',195.2,6'8.75'',11.08,3.13,3.1,31,38.5,-
2021,Davion Mitchell,PG,6.20%,8.25,8.75,6'0.0'',6'1.25'',8'0.5'',202.4,6'4.25'',-,-,-,-,-,-
2021,Evan Mobley,PF,-%,-,-,,,,-,,-,-,-,-,-,-
2021,Isaiah Mobley,PF,12.90%,9,10,6'8.0'',6'9.75'',8'11.5'',238,7'3.0'',12.7,3.5,3.3,26.5,32,-
2021,Moses Moody,SG,6.80%,9,10,6'4.5'',6'6.0'',8'9.0'',210.6,7'0.75'',-,-,-,-,-,-
2021,Trey Murphy III,SF,8.10%,8.5,9,6'7.5'',6'9.25'',8'9.5'',206,7'0.0'',11.65,3.32,3.14,34,38,-
2021,Daishen Nix,PG,11.80%,8.5,9,6'3.0'',6'4.25'',8'4.0'',225.6,6'6.75'',11.72,3.18,3,29.5,36.5,-
2021,John Petty Jr.,SG,5.60%,8.5,9,6'4.5'',6'5.75'',8'7.5'',186.2,6'9.5'',11.51,3.17,3.35,27.5,34,-
2021,Yves Pons,PF,4.00%,9,9.25,6'5.5'',6'6.75'',8'8.0'',206.4,7'0.75'',10.89,3.05,3.1,36,42.5,-
2021,Jason Preston,PG,5.45%,8.5,9.25,6'3.0'',6'4.0'',8'4.5'',180.6,6'8.5'',10.82,3.08,3.13,30.5,38.5,-
2021,Joshua Primo,SG,6.30%,9,10,6'4.0'',6'5.0'',8'6.5'',189,6'9.25'',10.97,3.36,3.22,30.5,37.5,-
2021,Roko Prkacin,PF,7.00%,8.75,9.25,6'7.5'',6'9.25'',8'11.0'',225.4,6'11.0'',-,-,-,-,-,-
2021,Neemias Queta,C,7.60%,9.25,10.5,6'11.25'',7'0.5'',9'4.5'',248.4,7'4.0'',11.85,3.5,3.29,27,33,-
2021,Austin Reaves,SG,11.00%,8,8.25,6'4.5'',6'5.75'',8'5.0'',197.2,6'6.25'',10.94,3.19,3.07,25,35,-
2021,Jeremiah Robinson-Earl,PF,8.90%,9,9.75,6'7.75'',6'9.0'',8'9.5'',242.4,6'9.75'',11.64,3.15,3.29,27,32,-
2021,Terrence Shannon Jr.,SF,6.70%,8,8,6'5.5'',6'6.5'',8'4.0'',206.6,6'8.25'',11.51,3.12,3.21,32.5,39.5,-
2021,Day'Ron Sharpe,C,-%,-,-,,,,-,,-,-,-,-,-,-
2021,Jericho Sims,C,5.50%,9,9.75,6'9.0'',6'10.0'',8'10.0'',250.2,7'3.25'',11.59,3.38,3.05,37,44.5,-
2021,Jaden Springer,SG,6.30%,8.5,9.75,6'3.0'',6'4.25'',8'3.0'',202,6'7.75'',11.46,3.1,3.13,34.5,41.5,-
2021,DJ Steward,PG,5.00%,8.5,9,6'0.75'',6'1.75'',8'2.5'',162.2,6'7.0'',11.14,3.1,3.08,34.5,38.5,-
2021,Cam Thomas,SG,-%,-,-,,,,-,,-,-,-,-,-,-
2021,JT Thor,PF,6.10%,9.25,9.5,6'8.5'',6'9.25'',9'2.0'',203,7'3.25'',12.19,3.08,3.06,31.5,35,-
2021,Isaiah Todd,PF,6.20%,9,9.75,6'8.75'',6'10.0'',8'11.5'',219,7'1.25'',11.38,3.25,3.31,28.5,35.5,-
2021,Duane Washington Jr.,SG,5.10%,8.25,8.75,6'2.25'',6'3.75'',8'5.0'',196.8,6'7.75'',11.5,3.06,3.17,29.5,35.5,-
2021,Trendon Watford,PF,10.10%,9.5,9.5,6'7.5'',6'8.75'',8'9.0'',237.4,7'2.25'',11.69,3.23,3.27,28,35,-
2021,Joe Wieskamp,SF,4.10%,8.5,9.25,6'5.75'',6'7.25'',8'7.0'',204.8,6'11.0'',10.7,3.18,3.04,30,42,-
2021,Aaron Wiggins,SG-SF,5.00%,8.75,8.5,6'4.5'',6'5.0'',8'7.0'',190,6'9.75'',11.2,3,3.04,29.5,36,-
2021,Ziaire Williams,SF,4.40%,9,8.75,6'8.25'',6'9.75'',8'10.5'',188.4,6'10.25'',10.69,3.04,3.12,34,39.5,-
2021,Moses Wright,PF,5.60%,9,9.5,6'7.75'',6'9.0'',8'11.0'',225.8,7'0.75'',11.2,3.42,3.15,31.5,38,-
2021,McKinley Wright IV,PG,6.70%,8.5,9,5'11.25'',6'0.25'',7'10.0'',192.2,6'5.25'',10.76,3.12,3.08,31.5,38,-
2021,Marcus Zegarowski,PG,7.20%,8,9.5,6'0.75'',6'2.0'',8'0.0'',180.8,6'2.75'',11.47,3.26,3.11,30,35.5,-
2022,Ochai Agbaji,SG,5.40%,8.75,9.5,6' 4.50'',6' 5.75'',8' 8.00'',216.8,6' 10.25'',10.77,3.11,3.13,32,39,-
2022,Patrick Baldwin Jr.,SF,8.90%,8.75,9.5,6' 9.25'',6' 10.25'',9' 2.50'',230.8,7' 1.75'',12.25,3.3,3.45,23.5,26.5,-
2022,Paolo Banchero,PF,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Dominick Barlow,PF,5.90%,9,10.5,6' 8.75'',6' 9.75'',9' 0.50'',221,7' 3.00'',11.29,3.19,3.33,28.5,34,-
2022,MarJon Beauchamp,SG,5.30%,9,9,6' 5.25'',6' 6.50'',8' 10.00'',196.6,7' 0.75'',-,-,-,-,-,-
2022,Hugo Besson,SG,8.80%,7.5,8.5,6' 4.50'',6' 5.75'',8' 6.00'',180.4,6' 5.50'',11.36,3.25,3.4,24.5,31.5,-
2022,Malaki Branham,SG,6.10%,8.5,9.75,6' 4.00'',6' 5.50'',8' 6.50'',194.8,6' 10.00'',11.38,3.09,3.17,29,35,-
2022,Christian Braun,SG,6.20%,8,8.5,6' 5.50'',6' 7.00'',8' 3.50'',209.2,6' 6.50'',11,3.13,3.16,33.5,40,-
2022,Kendall Brown,SF,4.90%,9,9,6' 6.25'',6' 7.50'',8' 7.00'',201.2,6' 11.00'',11.57,3.05,3.29,31.5,41,-
2022,John Butler Jr.,PF,4.70%,8.5,8.75,6' 11.75'',7' 0.75'',9' 4.00'',174.4,7' 2.25'',11.16,3.04,3.33,26.5,28.5,-
2022,Julian Champagnie,SF,7.10%,8.75,9.25,6' 6.25'',6' 7.75'',8' 11.00'',212.4,6' 10.00'',11.39,3.04,3.14,28.5,34.5,-
2022,Kennedy Chandler,PG,4.40%,8.5,9.5,5' 11.50'',6' 0.50'',8' 1.00'',172.2,6' 5.25'',10.73,2.89,-,31,41.5,-
2022,Max Christie,SG,4.80%,8,8.5,6' 4.25'',6' 5.75'',8' 6.50'',189.2,6' 8.75'',10.82,3.02,3.07,32,37.5,-
2022,Kofi Cockburn,C,8.20%,9.75,10.25,6' 11.00'',7' 0.00'',9' 2.50'',293,7' 4.25'',12.11,3.31,3.33,29.5,32.5,-
2022,Dyson Daniels,SG,4.90%,8.5,9.75,6' 6.00'',6' 7.50'',8' 9.00'',195.2,6' 10.50'',10.81,2.81,3.22,29,34,-
2022,Johnny Davis,PG,6.70%,8.5,10.25,6' 4.25'',6' 5.75'',8' 7.50'',196.4,6' 8.50'',-,-,-,-,-,-
2022,JD Davison,PG,7.80%,8.5,9.5,6' 0.50'',6' 2.50'',8' 3.50'',191.8,6' 6.50'',11.38,3.23,3.26,30,37,-
2022,Darius Days,SF-PF,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Moussa Diabate,C,2.70%,8.5,10.5,6' 9.25'',6' 10.25'',9' 1.50'',216.6,7' 2.50'',11.16,2.9,3.26,29,36.5,-
2022,Ousmane Dieng,SF,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Khalifa Diop,C,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Jalen Duren,C,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Tari Eason,PF,5.90%,9.25,11,6' 6.75'',6' 8.00'',8' 11.50'',217.4,7' 2.00'',-,-,-,-,-,-
2022,Keon Ellis,SG,3.80%,8,9.25,6' 3.50'',6' 4.75'',8' 6.00'',167.4,6' 8.50'',10.87,3.02,3.18,28,35.5,-
2022,Michael Foster Jr.,C,6.20%,8.75,10,6' 7.75'',6' 9.25'',9' 1.50'',236.6,7' 0.25'',11.49,3.1,3.22,28,32.5,-
2022,Collin Gillespie,PG,8.60%,8.25,9,6' 1.50'',6' 2.75'',8' 2.00'',195.8,6' 4.00'',10.95,3.01,3.21,26.5,33,-
2022,AJ Griffin,SF,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Jaden Hardy,SG,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Ron Harper Jr.,SF,14.30%,9.5,10,6' 4.00'',6' 5.50'',8' 9.50'',240.4,7' 1.25'',11.41,3.24,3.4,26,30.5,-
2022,Chet Holmgren,PF,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Harrison Ingram,SF,8.30%,9,10,6' 5.25'',6' 7.00'',8' 7.50'',232.8,7' 0.25'',11.83,3.26,3.31,29.5,35,-
2022,Jaden Ivey,PG,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Trayce Jackson-Davis,C,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Nikola Jovic,SF,7.40%,8.75,9.75,6' 9.50'',6' 11.00'',9' 0.50'',222.6,7' 0.25'',-,-,-,-,-,-
2022,Johnny Juzang,SG,7.50%,8.5,9.5,6' 5.25'',6' 6.50'',8' 6.50'',208.6,6' 11.00'',11.03,3.17,3.29,27.5,32.5,-
2022,Ismael Kamagate,PF,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Trevor Keels,SG,13.50%,8.25,9,6' 3.25'',6' 4.75'',8' 5.00'',223.8,6' 7.25'',11.33,3.32,3.27,24.5,31,-
2022,Walker Kessler,C,14.70%,8.5,8.5,7' 0.25'',7' 1.00'',9' 5.00'',256,7' 4.25'',-,-,-,-,-,-
2022,Christian Koloko,C,5.70%,9,10.75,6' 10.75'',7' 0.00'',9' 5.00'',221,7' 5.25'',11.3,3.19,3.27,28,33.5,-
2022,Jake LaRavia,PF,9.00%,8.5,10.25,6' 6.75'',6' 8.00'',8' 8.00'',227.2,6' 9.50'',10.58,2.89,3.37,27.5,34,-
2022,Justin Lewis,PF,7.30%,9,10.5,6' 6.25'',6' 7.50'',8' 9.50'',235.4,7' 2.50'',11.49,3.02,3.23,32.5,35,-
2022,E.J. Liddell,PF,12.20%,8.25,9.25,6' 5.50'',6' 7.00'',8' 7.50'',243,6' 11.75'',11.11,3.23,3.26,35.5,38,-
2022,Kenneth Lofton Jr.,PF-C,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Tyrese Martin,SG-SF,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Bennedict Mathurin,SG,5.70%,8.5,9.75,6' 4.50'',6' 6.00'',8' 8.00'',204.6,6' 9.00'',-,-,-,-,-,-
2022,Matthew Mayer,SF,11.10%,9,10.25,6' 8.00'',6' 9.25'',8' 9.00'',216.4,6' 10.50'',10.74,-,3.39,25.5,31.5,-
2022,Bryce McGowens,SG,5.40%,8.75,9.5,6' 5.25'',6' 6.50'',8' 7.50'',181.2,6' 8.75'',11.12,3.16,3.27,29.5,34,-
2022,Leonard Miller,SF,5.70%,9.25,10.5,6' 8.50'',6' 10.00'',8' 10.50'',211,7' 2.00'',11.11,3.02,3.36,30,36.5,-
2022,Josh Minnott,PF,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Aminu Mohammed,SG-SF,5.10%,8.75,9.5,6' 3.50'',6' 5.00'',8' 8.00'',212.8,6' 11.00'',11.54,3.04,3.33,29.5,36,-
2022,Iverson Molinar,PG,4.80%,8.5,9.5,6' 2.25'',6' 3.25'',8' 5.00'',183.2,6' 8.00'',11.23,3.1,3.19,31,38,-
2022,Jean Montero,PG,7.40%,8,8.75,6' 1.00'',6' 2.25'',8' 2.50'',171.8,6' 5.25'',11.19,3.17,3.17,29.5,37,-
2022,Wendell Moore,SG,7.50%,8.75,10.25,6' 4.25'',6' 5.50'',8' 5.00'',217.2,7' 0.50'',10.94,3.21,3.3,32.5,38.5,-
2022,Keegan Murray,PF,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Andrew Nembhard,PG,4.40%,8,9.5,6' 3.00'',6' 4.50'',8' 3.00'',195.6,6' 5.75'',10.46,3.02,3.26,26.5,35,-
2022,Scotty Pippen Jr.,PG,5.30%,7.75,9,6' 0.00'',6' 1.50'',7' 11.50'',180,6' 5.75'',11.07,3.1,3.21,30.5,37.5,-
2022,Gabriele Procida,SG-SF,3.80%,8,9.25,6' 5.75'',6' 7.75'',8' 10.00'',192.8,6' 8.00'',11.02,3.14,3.07,29.5,35,-
2022,Jared Rhoden,SG-SF,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Orlando Robinson,C,9.50%,8.75,10,6' 9.75'',6' 11.00'',9' 3.00'',244.4,7' 4.00'',11.4,3.23,3.55,23,27.5,-
2022,David Roddy,PF,11.60%,8.75,10,6' 4.50'',6' 6.00'',8' 9.00'',260.8,6' 11.50'',10.75,3.1,3.22,27,35.5,-
2022,Ryan Rollins,SG,5.00%,8,8.5,6' 2.00'',6' 3.25'',8' 4.50'',179.2,6' 9.75'',11.26,3.28,3.07,30.5,36.5,-
2022,Marcus Sasser,PG,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Dereon Seabron,SG,4.00%,8.5,9.5,6' 4.75'',6' 5.75'',8' 7.50'',182.4,6' 8.75'',11.03,3.04,3.12,30.5,38,-
2022,Shaedon Sharpe,SG,4.80%,9,9.25,6' 4.25'',6' 5.25'',8' 7.50'',198,6' 11.50'',-,-,-,-,-,-
2022,Terquavion Smith,SG,3.80%,8.5,8,6' 2.25'',6' 3.75'',8' 2.00'',165.2,6' 6.50'',10.63,3.03,3.14,30.5,38.5,-
2022,Jabari Smith,PF,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Jeremy Sochan,PF,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Matteo Spagnolo,PG,8.60%,8.25,10,6' 4.00'',6' 5.50'',8' 6.00'',196.2,6' 8.00'',11.42,3.16,3.4,25.5,31.5,-
2022,Julian Strawther,SF,7.90%,8.25,8.5,6' 5.75'',6' 7.00'',8' 8.50'',207.6,6' 9.50'',10.3,3.37,3.26,28.5,35,-
2022,Dalen Terry,SG,5.40%,8.5,9,6' 6.00'',6' 7.25'',8' 10.00'',195.2,7' 0.75'',-,-,-,-,-,-
2022,Drew Timme,C,15.70%,9,10,6' 8.25'',6' 9.25'',8' 11.50'',231.6,7' 2.00'',11.71,3.31,3.38,25.5,31.5,-
2022,Jabari Walker,PF,12.10%,8.75,9.75,6' 6.75'',6' 8.00'',8' 9.00'',213.8,6' 10.75'',11.53,3.12,3.24,29.5,32.5,-
2022,TyTy Washington Jr.,SG,12.00%,8.5,9.25,6' 2.25'',6' 3.75'',8' 3.50'',196.4,6' 8.00'',-,-,-,-,-,-
2022,Peyton Watson,SF,5.20%,8.5,9.5,6' 6.75'',6' 8.00'',8' 11.50'',203.4,7' 0.50'',11.03,3.24,3.28,28,33.5,-
2022,Blake Wesley,SG,5.60%,8.25,9,6' 3.00'',6' 4.25'',8' 7.00'',187.2,6' 9.25'',11.55,3.25,3.21,30,36,-
2022,Alondes Williams,SG,7.20%,8.5,9.25,6' 3.75'',6' 5.00'',8' 6.00'',209,6' 7.00'',10.96,3.11,3.15,30,35.5,-
2022,Jalen Williams,SG,8.90%,8.5,9.5,6' 4.50'',6' 5.75'',8' 9.50'',209.2,7' 2.25'',11.13,3.17,3.11,33.5,39,-
2022,Jaylin Williams,C,8.00%,8.5,10.5,6' 8.75'',6' 10.00'',9' 0.50'',236.6,7' 1.00'',11.64,3.1,3.5,24.5,30,-
2022,Trevion Williams,C,10.80%,9,10.25,6' 7.25'',6' 8.75'',9' 0.50'',264.6,7' 2.75'',12.75,3.46,3.48,27.5,30,-
2022,Bryson Williams,PF-C,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Mark Williams,C,5.40%,9,9.75,7' 0.00'',7' 2.00'',9' 9.00'',242.4,7' 6.50'',-,-,-,-,-,-
2022,Jalen Wilson,SF-PF,-%,-,-,,,,-,,-,-,-,-,-,-
2022,Fanbo Zeng,SF-PF,-%,-,-,,,,-,,-,-,-,-,-,-
